6.6%, 77+ AJs+ AQo+
7.6%, 77+ ATs+ AJo+
16.5%, 33+ A7s+ A5s ATo+ K9s+ KJo+ Q9s+ J9s+ T9s
7.5%, 77+ ATs+ AJo+
7.5%, 77+ ATs+ AJo+
8.3%, 66+ ATs+ AJo+ KQs
9.4%, 66+ ATs+ ATo+ KQs
21.7%, 22+ A2s+ A9o+ K8s+ KJo+ Q8s+ QJo J8s+ T8s+ 98s
9.5%, 66+ A9s+ ATo+ KQs
11.1%, 55+ A8s+ ATo+ KJs+ KQo
13.1%, 44+ A7s+ A9o+ KJs+ KQo
32.7%, 22+ Ax K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s
15.2%, 44+ A5s+ A8o+ KTs+ KQo QJs
18.4%, 33+ A2s+ A7o+ KTs+ KJo+ QJs
52.3%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J4s+ J8o+ T5s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 64s+ 53s+
31.3%, 22+ Ax K5s+ K8o+ Q8s+ QTo+ J9s+
14.0%, 44+ A8s+ A5s AJo+ K9s+ KQo Q9s+ J9s+ T9s
5.9%, 88+ AJs+ AQo+
5.9%, 88+ AJs+ AQo+
6.1%, 88+ AJs+ AQo+
7.6%, 77+ ATs+ AJo+
8.3%, 66+ ATs+ AJo+ KQs
17.5%, 33+ A7s+ A5s-A4s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s
7.8%, 77+ ATs+ AJo+ KQs
8.3%, 66+ ATs+ AJo+ KQs
8.6%, 66+ ATs+ AJo+ KQs
10.1%, 55+ A9s+ ATo+ KQs
23.4%, 22+ A2s+ A8o+ K8s+ KJo+ Q8s+ QJo J8s+ JTo T8s+ 98s 87s
10.1%, 55+ A9s+ ATo+ KQs
12.4%, 55+ A8s+ A9o+ KJs+ KQo
13.4%, 44+ A7s+ A9o+ KTs+ KQo
32.9%, 22+ Ax K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s
16.6%, 44+ A4s+ A8o+ KTs+ KJo+ QJs
19.5%, 33+ A2s+ A6o+ KTs+ KJo+ QTs+
53.4%, 22+ Ax K2s+ K3o+ Q2s+ Q8o+ J4s+ J8o+ T6s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 64s+ 53s+
53.4%, 22+ Ax K2s+ K3o+ Q2s+ Q8o+ J4s+ J8o+ T6s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 64s+ 53s+
14.6%, 44+ A8s+ A5s AJo+ K9s+ KJo+ Q9s+ J9s+ T9s
5.9%, 88+ AJs+ AQo+
6.4%, 77+ AJs+ AQo+
7.5%, 77+ ATs+ AJo+
7.8%, 77+ ATs+ AJo+ KQs
8.4%, 66+ ATs+ AJo+ KQs
18.4%, 33+ A3s+ ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s
8.3%, 66+ ATs+ AJo+ KQs
8.3%, 66+ ATs+ AJo+ KQs
9.8%, 55+ A9s+ ATo+ KQs
11.3%, 55+ A8s+ ATo+ KQs KQo
23.9%, 22+ A2s+ A8o+ K7s+ KJo+ Q8s+ QJo J8s+ JTo T8s+ 98s 87s
10.3%, 55+ A9s+ ATo+ KJs+
12.4%, 55+ A8s+ A9o+ KJs+ KQo
15.6%, 44+ A5s+ A8o+ KTs+ KJo+ QJs
33.0%, 22+ Ax K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s
17.8%, 33+ A4s+ A7o+ KTs+ KJo+ QJs
20.7%, 33+ A2s+ A6o+ K9s+ KJo+ QTs+
55.2%, 22+ Kx+ Q2s+ Q8o+ J4s+ J8o+ T5s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 76o 64s+ 53s+
34.1%, 22+ Ax K4s+ K7o+ Q8s+ Q9o+ J9s+ JTo T9s
15.4%, 33+ A8s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s
7.1%, 77+ AJs+ AJo+
7.2%, 77+ AJs+ AJo+
7.5%, 77+ ATs+ AJo+
7.5%, 77+ ATs+ AJo+
8.7%, 66+ ATs+ AJo+ KQs
19.4%, 22+ A3s+ ATo+ K8s+ KJo+ Q9s+ QJo J9s+ T8s+ 98s
8.3%, 66+ ATs+ AJo+ KQs
9.1%, 66+ ATs+ ATo+ KQs
10.3%, 55+ A8s+ ATo+ KQs
12.4%, 44+ A7s+ ATo+ KJs+ KQo
25.7%, 22+ A2s+ A7o+ A5o K8s+ KTo+ Q8s+ QJo J8s+ JTo T8s+ 98s 87s
11.5%, 55+ A8s+ A9o+ KJs+
13.1%, 44+ A7s+ A9o+ KJs+ KQo
16.9%, 33+ A4s+ A8o+ KTs+ KJo+ QJs
34.1%, 22+ Ax K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s
18.1%, 33+ A3s+ A7o+ KTs+ KJo+ QJs
22.6%, 22+ A2s+ A5o+ K9s+ KTo+ QTs+ JTs
57.2%, 22+ Kx+ Q2s+ Q8o+ J3s+ J8o+ T4s+ T8o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 53s+
35.5%, 22+ Ax K3s+ K6o+ Q8s+ Q9o+ J9s+ JTo T9s
16.4%, 33+ A7s+ A5s ATo+ K9s+ KJo+ Q9s+ J9s+ T9s
7.5%, 77+ ATs+ AJo+
7.6%, 77+ ATs+ AJo+
8.2%, 66+ ATs+ AJo+ KQs
8.3%, 66+ ATs+ AJo+ KQs
10.0%, 55+ A9s+ ATo+ KQs
20.6%, 22+ A2s+ A9o+ K9s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s
9.2%, 66+ ATs+ ATo+ KQs
10.0%, 55+ A9s+ ATo+ KQs
11.4%, 55+ A8s+ ATo+ KJs+ KQo
13.1%, 44+ A7s+ A9o+ KJs+ KQo
26.8%, 22+ A2s+ A7o+ A5o K8s+ KTo+ Q9s+ QTo+ J8s+ JTo T8s+ 98s 87s
12.4%, 55+ A8s+ A9o+ KJs+ KQo
14.7%, 44+ A7s+ A5s A8o+ KTs+ KQo
17.8%, 33+ A3s+ A7o+ KTs+ KJo+ QJs
34.6%, 22+ Ax K4s+ KTo+ Q8s+ QTo+ J7s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s
18.8%, 33+ A3s+ A7o+ K9s+ KJo+ QTs+
24.3%, 22+ A2s+ A4o+ K9s+ KTo+ QTs+ QJo JTs
59.8%, 22+ Kx+ Q2s+ Q7o+ J3s+ J8o+ T4s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 53s+ 43s
37.3%, 22+ Ax K2s+ K5o+ Q7s+ Q9o+ J8s+ JTo T9s
17.5%, 33+ A3s+ ATo+ K9s+ KJo+ Q9s+ J9s+ T9s 98s
7.8%, 77+ ATs+ AJo+ KQs
8.3%, 66+ ATs+ AJo+ KQs
8.3%, 66+ ATs+ AJo+ KQs
10.0%, 55+ A9s+ ATo+ KQs
11.2%, 55+ A8s+ ATo+ KQs KQo
21.5%, 22+ A2s+ A9o+ K8s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s 87s
9.9%, 55+ A9s+ ATo+ KQs
10.2%, 55+ A9s+ ATo+ KJs+
11.9%, 44+ A8s+ ATo+ KJs+ KQo
15.0%, 44+ A4s+ A9o+ KTs+ KQo QJs
29.1%, 22+ A2s+ A4o+ K7s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s
13.4%, 44+ A7s+ A9o+ KTs+ KQo
16.6%, 33+ A5s+ A8o+ KTs+ KJo+ QJs
19.2%, 22+ A2s+ A7o+ KTs+ KJo+ QTs+
35.9%, 22+ Ax K4s+ K9o+ Q7s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 76s 65s
20.4%, 33+ A2s+ A6o+ K9s+ KTo+ QTs+
25.5%, 22+ A2s+ A3o+ K8s+ KTo+ QTs+ QJo JTs
61.0%, 22+ Kx+ Q2s+ Q5o+ J3s+ J8o+ T4s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 53s+ 43s
39.6%, 22+ Ax K2s+ K5o+ Q6s+ Q8o+ J8s+ J9o+ T9s
18.6%, 22+ A3s+ ATo+ K9s+ KJo+ Q9s+ J9s+ T8s+ 98s
8.3%, 66+ ATs+ AJo+ KQs
8.3%, 66+ ATs+ AJo+ KQs
9.6%, 66+ A9s+ ATo+ KQs
10.8%, 55+ A8s+ ATo+ KQs KQo
13.4%, 44+ A7s+ A5s A9o+ KJs+ KQo
22.9%, 22+ A2s+ A8o+ K8s+ KJo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s
10.3%, 55+ A9s+ ATo+ KJs+
10.6%, 55+ A8s+ ATo+ KJs+
13.3%, 44+ A7s+ A9o+ KTs+ KQo
16.9%, 33+ A4s+ A8o+ KTs+ KJo+ QJs
29.7%, 22+ A2s+ A4o+ K7s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s
14.1%, 44+ A7s+ A8o+ KTs+ KQo
16.9%, 33+ A4s+ A8o+ KTs+ KJo+ QJs
22.2%, 22+ A2s+ A5o+ K9s+ KTo+ QTs+
36.3%, 22+ Ax K4s+ K9o+ Q6s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 76s 65s
22.0%, 33+ A2s+ A5o+ K9s+ KTo+ QTs+ JTs
27.8%, 22+ Ax K7s+ KTo+ Q9s+ QTo+ JTs
63.5%, 22+ Kx+ Q2s+ Q5o+ J2s+ J7o+ T4s+ T7o+ 95s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s
42.1%, 22+ Ax K2s+ K3o+ Q5s+ Q8o+ J7s+ J9o+ T8s+
20.0%, 22+ A3s+ A9o+ K9s+ KJo+ Q9s+ QJo J9s+ T8s+ 98s
9.2%, 66+ ATs+ ATo+ KQs
10.0%, 55+ A9s+ ATo+ KQs
10.0%, 55+ A9s+ ATo+ KQs
11.9%, 44+ A8s+ ATo+ KJs+ KQo
15.0%, 33+ A4s+ A9o+ KTs+ KQo QJs
24.3%, 22+ A2s+ A7o+ K8s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s
11.3%, 55+ A8s+ ATo+ KJs+ KQo
12.3%, 55+ A8s+ A9o+ KJs+ KQo
14.3%, 44+ A7s+ A5s A9o+ KTs+ KQo QJs
18.2%, 33+ A2s+ A8o+ KTs+ KJo+ QTs+
30.9%, 22+ A2s+ A3o+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s
15.2%, 44+ A5s+ A8o+ KTs+ KQo QJs
18.1%, 33+ A3s+ A7o+ KTs+ KJo+ QJs
24.3%, 22+ A2s+ A4o+ K9s+ KTo+ QTs+ QJo JTs
37.6%, 22+ Ax K2s+ K9o+ Q6s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 75s+ 65s 54s
23.4%, 22+ A2s+ A5o+ K9s+ KTo+ QTs+ QJo JTs
29.4%, 22+ Ax K6s+ K9o+ Q9s+ QTo+ J9s+
63.8%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T3s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 63s+ 53s+ 43s
45.4%, 22+ Kx+ Q4s+ Q7o+ J7s+ J9o+ T8s+ T9o 98s
20.8%, 22+ A2s+ A9o+ K8s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s
20.8%, 22+ A2s+ A9o+ K8s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s
10.3%, 55+ A9s+ ATo+ KJs+
10.5%, 55+ A8s+ ATo+ KJs+
13.4%, 44+ A7s+ A9o+ KTs+ KQo
17.2%, 33+ A3s+ A8o+ KTs+ KJo+ QJs
25.5%, 22+ A2s+ A7o+ A5o K9s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s
12.4%, 55+ A8s+ A9o+ KJs+ KQo
13.1%, 44+ A7s+ A9o+ KJs+ KQo
16.9%, 33+ A4s+ A8o+ KTs+ KJo+ QJs
20.9%, 22+ A2s+ A7o+ K9s+ KTo+ QTs+ JTs
32.4%, 22+ Ax K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 87s 76s
15.2%, 44+ A5s+ A8o+ KTs+ KQo QJs
19.9%, 22+ A2s+ A7o+ K9s+ KJo+ QTs+
27.0%, 22+ Ax K7s+ KTo+ Q9s+ QJo JTs
39.5%, 22+ Ax K2s+ K8o+ Q5s+ Q9o+ J7s+ JTo T7s+ T9o 96s+ 86s+ 75s+ 65s
25.5%, 22+ A2s+ A3o+ K8s+ KTo+ QTs+ QJo JTs
32.4%, 22+ Ax K4s+ K8o+ Q8s+ QTo+ J9s+ JTo T9s
67.7%, 22+ Qx+ J2s+ J7o+ T3s+ T7o+ 94s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 65o 53s+ 43s
48.1%, 22+ Kx+ Q2s+ Q6o+ J7s+ J8o+ T7s+ T9o 98s
22.3%, 22+ A2s+ A8o+ K8s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s 87s
10.3%, 55+ A9s+ ATo+ KJs+
11.5%, 55+ A8s+ ATo+ KJs+ KQo
11.6%, 55+ A8s+ ATo+ KJs+ KQo
15.0%, 33+ A4s+ A9o+ KTs+ KQo QJs
20.0%, 22+ A2s+ A7o+ K9s+ KJo+ QTs+ JTs
27.9%, 22+ A2s+ A4o+ K7s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s
13.4%, 44+ A7s+ A9o+ KTs+ KQo
14.3%, 44+ A7s+ A8o+ KTs+ KQo
18.4%, 33+ A3s+ A7o+ KTs+ KJo+ QTs+
24.6%, 22+ A2s+ A4o+ K9s+ KTo+ Q9s+ QJo JTs
32.4%, 22+ Ax K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 87s 76s
16.9%, 33+ A4s+ A8o+ KTs+ KJo+ QJs
22.5%, 22+ A2s+ A5o+ K9s+ KTo+ QTs+ JTs
29.7%, 22+ Ax K6s+ K9o+ Q9s+ QTo+ J9s+ T9s
40.7%, 22+ Ax K2s+ K7o+ Q5s+ Q9o+ J7s+ JTo T7s+ T9o 96s+ 86s+ 75s+ 65s 54s
28.8%, 22+ Ax K7s+ K9o+ Q9s+ QTo+ JTs
34.4%, 22+ Ax K3s+ K7o+ Q8s+ Q9o+ J8s+ JTo T9s
70.3%, 22+ Qx+ J2s+ J5o+ T2s+ T7o+ 93s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 65o 53s+ 43s
51.3%, 22+ Kx+ Q2s+ Q5o+ J5s+ J8o+ T7s+ T8o+ 97s+ 87s
24.7%, 22+ A2s+ A7o+ A5o K9s+ KTo+ Q9s+ QJo J8s+ T8s+ 98s 87s
11.5%, 55+ A8s+ ATo+ KJs+ KQo
12.8%, 44+ A8s+ A9o+ KJs+ KQo
13.2%, 44+ A7s+ A9o+ KJs+ KQo
17.2%, 33+ A3s+ A8o+ KTs+ KJo+ QJs
24.6%, 22+ A2s+ A4o+ K9s+ KTo+ Q9s+ QJo JTs
29.7%, 22+ A2s+ A3o+ K7s+ KTo+ Q9s+ QTo+ J8s+ JTo T8s+ 98s 87s
15.2%, 44+ A5s+ A8o+ KTs+ KQo QJs
16.0%, 44+ A5s+ A8o+ KTs+ KJo+ QJs
21.4%, 22+ A2s+ A7o+ K9s+ KTo+ QTs+ JTs
28.8%, 22+ Ax K6s+ KTo+ Q9s+ QTo+ J9s+ T9s
34.2%, 22+ Ax K4s+ K9o+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s 65s
18.4%, 33+ A3s+ A7o+ KTs+ KJo+ QTs+
24.6%, 22+ A2s+ A4o+ K8s+ KTo+ QTs+ QJo JTs
31.7%, 22+ Ax K5s+ K9o+ Q8s+ QTo+ J9s+ JTo T9s 98s
43.6%, 22+ Ax K2s+ K5o+ Q4s+ Q9o+ J7s+ J9o+ T7s+ T9o 96s+ 86s+ 75s+ 65s 54s
30.5%, 22+ Ax K5s+ K9o+ Q9s+ QTo+ J9s+ T9s
38.2%, 22+ Ax K2s+ K5o+ Q6s+ Q9o+ J8s+ JTo T8s+ 98s
72.9%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 63s+ 65o 53s+ 43s
55.7%, 22+ Kx+ Q2s+ Q3o+ J3s+ J7o+ T6s+ T8o+ 97s+ 98o 87s
26.1%, 22+ A2s+ A5o+ K7s+ KTo+ Q9s+ QJo J8s+ T8s+ 98s 87s
13.4%, 44+ A7s+ A9o+ KTs+ KQo
13.5%, 44+ A7s+ A9o+ KTs+ KQo
15.2%, 44+ A5s+ A8o+ KTs+ KQo QJs
19.8%, 22+ A2s+ A7o+ K9s+ KJo+ QTs+ JTs
29.2%, 22+ Ax K6s+ KTo+ Q9s+ QTo+ J9s+ T9s
31.6%, 22+ Ax K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s 76s
17.2%, 33+ A4s+ A8o+ KTs+ KJo+ QTs+
17.6%, 33+ A3s+ A8o+ KTs+ KJo+ QTs+
24.9%, 22+ A2s+ A4o+ K8s+ KTo+ Q9s+ QJo JTs
33.7%, 22+ Ax K3s+ K8o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s
35.2%, 22+ Ax K3s+ K9o+ Q6s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s 65s
20.2%, 33+ A2s+ A7o+ K9s+ KTo+ QTs+ JTs
28.7%, 22+ A2s+ A3o+ K6s+ K9o+ Q9s+ QTo+ J9s+ T9s
37.0%, 22+ Ax K2s+ K7o+ Q6s+ Q9o+ J8s+ JTo T8s+ 97s+ 87s
45.4%, 22+ Ax K2s+ K4o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 96s+ 86s+ 75s+ 65s 54s
32.4%, 22+ Ax K4s+ K8o+ Q8s+ QTo+ J9s+ JTo T9s
44.8%, 22+ Ax K2s+ K3o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 76s
74.1%, 22+ Qx+ J2s+ J3o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 73s+ 76o 63s+ 65o 53s+ 43s
60.6%, 22+ Qx+ J2s+ J5o+ T5s+ T7o+ 96s+ 98o 86s+ 76s
29.0%, 22+ A2s+ A3o+ K6s+ KTo+ Q8s+ QTo+ J8s+ T8s+ 98s 87s
15.3%, 44+ A5s+ A9o+ KTs+ KJo+ QJs
17.1%, 33+ A4s+ A8o+ KTs+ KJo+ QTs+
17.5%, 33+ A3s+ A8o+ KTs+ KJo+ QTs+
25.8%, 22+ A2s+ A4o+ K7s+ KTo+ Q9s+ QJo J9s+ T9s
35.8%, 22+ Ax K2s+ K8o+ Q7s+ QTo+ J7s+ JTo T7s+ 97s+ 87s 76s
32.9%, 22+ Ax K4s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s 76s
18.1%, 33+ A3s+ A8o+ K9s+ KJo+ QTs+ JTs
20.2%, 33+ A2s+ A7o+ K9s+ KTo+ QTs+ JTs
29.2%, 22+ Ax K6s+ K9o+ Q9s+ QTo+ J9s+ T9s
40.7%, 22+ Ax K2s+ K6o+ Q5s+ Q9o+ J7s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s
38.1%, 22+ Ax K2s+ K7o+ Q6s+ Q9o+ J7s+ JTo T7s+ 97s+ 86s+ 76s
23.2%, 33+ A2s+ A5o+ K8s+ KTo+ QTs+ QJo JTs
32.4%, 22+ Ax K4s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s
44.9%, 22+ Ax K2s+ K4o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 96s+ 86s+ 76s 65s
46.4%, 22+ Ax K2s+ K3o+ Q3s+ Q8o+ J6s+ J9o+ T7s+ T9o 96s+ 86s+ 76s 65s
36.3%, 22+ Ax K2s+ K7o+ Q7s+ Q9o+ J8s+ JTo T8s+ 98s 87s
53.3%, 22+ Kx+ Q2s+ Q6o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 75s+ 65s 54s
76.2%, 22+ Jx+ T2s+ T5o+ 92s+ 96o+ 84s+ 86o+ 73s+ 76o 63s+ 65o 53s+ 43s
67.4%, 22+ Qx+ J2s+ J3o+ T2s+ T6o+ 95s+ 97o+ 85s+ 87o 75s+ 65s
31.2%, 22+ A2s+ A3o+ K5s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s
19.0%, 33+ A3s+ A8o+ K9s+ KTo+ QTs+ JTs
19.7%, 33+ A2s+ A8o+ K9s+ KTo+ QTs+ JTs
21.1%, 33+ A2s+ A7o+ K9s+ KTo+ QTs+ QJo JTs
32.7%, 22+ Ax K4s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s
51.1%, 22+ Ax K2s+ K4o+ Q2s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 85s+ 87o 75s+ 64s+ 54s
34.8%, 22+ Ax K3s+ K8o+ Q7s+ QTo+ J8s+ JTo T8s+ 97s+ 87s
21.4%, 33+ A2s+ A7o+ K9s+ KTo+ Q9s+ QJo JTs
23.3%, 33+ A2s+ A5o+ K8s+ KTo+ Q9s+ QJo JTs
33.3%, 22+ Ax K4s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s
54.7%, 22+ Kx+ Q2s+ Q8o+ J3s+ J8o+ T5s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 64s+ 53s+
40.8%, 22+ Ax K2s+ K6o+ Q5s+ Q9o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 76s
27.4%, 33+ A2s+ A4o+ K6s+ K9o+ Q9s+ QTo+ J9s+ T9s
37.6%, 22+ Ax K2s+ K7o+ Q5s+ Q9o+ J7s+ JTo T8s+ 98s 87s 76s
60.2%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T4s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 64s+ 53s+ 43s
49.3%, 22+ Kx+ Q2s+ Q7o+ J5s+ J8o+ T6s+ T9o 97s+ 86s+ 76s
43.3%, 22+ Ax K2s+ K5o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 76s 65s
65.9%, 22+ Kx+ Q2s+ Q3o+ J2s+ J7o+ T3s+ T7o+ 94s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s
79.3%, 22+ Jx+ T2s+ T3o+ 92s+ 95o+ 84s+ 86o+ 73s+ 75o+ 63s+ 65o 53s+ 43s
76.5%, 22+ Jx+ T2s+ T4o+ 92s+ 95o+ 84s+ 86o+ 74s+ 76o 64s+ 53s+
31.8%, 22+ A2s+ A3o+ K4s+ K9o+ Q7s+ QTo+ J8s+ JTo T8s+ 98s
22.3%, 33+ A2s+ A7o+ K8s+ KTo+ Q9s+ QJo J9s+ T9s
23.5%, 33+ A2s+ A7o+ K7s+ KTo+ Q9s+ QTo+ J9s+ T9s
24.4%, 33+ A2s+ A7o+ A5o K7s+ KTo+ Q9s+ QTo+ J9s+ T9s
41.5%, 22+ Ax K2s+ K7o+ Q5s+ Q9o+ J7s+ J9o+ T7s+ T9o 96s+ 86s+ 75s+ 65s 54s
78.3%, 22+ Qx+ J2s+ J5o+ T2s+ T6o+ 92s+ 96o+ 82s+ 85o+ 72s+ 75o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
38.0%, 22+ Ax K2s+ K7o+ Q6s+ Q9o+ J7s+ J9o+ T8s+ 97s+ 87s
28.4%, 33+ A2s+ A5o+ K6s+ K9o+ Q8s+ QTo+ J9s+ JTo T8s+ 98s
29.6%, 33+ A2s+ A4o+ K6s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J9o+ T6s+ T9o 96s+ 86s+ 75s+ 65s 54s
81.4%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 95o+ 82s+ 85o+ 72s+ 75o+ 62s+ 64o+ 52s+ 53o+ 42s+ 32s
42.7%, 22+ Ax K2s+ K5o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 97s+ 87s
31.2%, 22+ A2s+ A3o+ K5s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s
45.7%, 22+ Ax K2s+ K5o+ Q3s+ Q8o+ J5s+ J9o+ T6s+ T9o 96s+ 86s+ 75s+ 65s 54s
84.6%, 22+ Jx+ T2s+ T5o+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 53o+ 42s+ 32s
50.8%, 22+ Kx+ Q2s+ Q6o+ J4s+ J8o+ T6s+ T8o+ 97s+ 87s
